id,title_en,description_en
894,A picture of the piece of coral that was floating …,"Guam - A photo of what appears to be a name carved onto a piece of coral, has upset many and even prompted a $300 reward that leads to the person responsible.

This picture was taken by a diver on Saturday and not long after the photo was posted on Facebook. It was then shared hundreds of times."
895,Ranchers' cause gains GOP support,"Meanwhile, an effort to force the federal government to hand over lands to the states has also gained momentum, with the Republican National Committee in 2014 issuing a resolution calling for Western states to reclaim the land. Republican legislatures in states such as Georgia and South Carolina...."
896,AAP says scheme will continue till 15 Jan; may be extended if needed,"The Delhi government on Friday, 8 January, 2016, told the High Court that they may need to extend the odd-even scheme beyond 15 days. Picture: A view traffic jam on NH8 due to fog in New Delhi on Jan 7, 2016. IANS.

The AAP government on Friday told the Delhi High Court that it needs to continue the...."
897,Russia postpones year's first launch of Proton rocket with European satellite — source,"MOSCOW, January 11. /TASS/.This year's first launch from the Baikonur Cosmodrome (Kazakhstan) of Russia’s Proton-M carrier rocket that is to place into orbit the Eutelsat 9B satellite, has been postponed for three days, a source in the rocket and space industry told TASS on Monday. ""The preliminary launch date is January 28,"" the source said."
898,"Detroit Teacher sickouts may close 35 Detroit schools Monday Teacher sickouts may close 35 Detroit schools Monday Detroit Public Schools said in a statement the ongoing sickouts are being organized by ""a minority"" of DPS teachers. Detroit 1 hour, 8 minutes ago Detroit Detroit man charged in home invasion, assault Detroit man charged in home invasion, assault Darian Winfield, 19, is charged in Detroit case Detroit 6 hours, 46 minutes ago Michigan Sick of the snow yet? More coming Monday Sick of the snow yet? More coming Monday Accumulations between one to three inches of snow is likely for Monday night into Tuesday. Michigan 8 hours, 18 minutes ago Oakland The Scientist gets invitation to State of the Union The Scientist gets invitation to State of the Union Refaai Hamo, 55, will sit in first lady Michelle Obama's box in the House of Representatives gallery. Oakland 8 hours, 43 minutes ago Michigan Pinckney students accused of rape waive court hearing Pinckney students accused of rape waive court hearing A third suspect, a 16-year-old student, is charged as a juvenile and he returns to court on Feb. 1. Michigan 11 hours, 7 minutes ago Michigan Teen fleeing police slams into another car, killing driver Teen fleeing police slams into another car, killing driver Kalamazoo officers tried to pull over a 17-year-old driver about 9 p.m. Saturday for a traffic violation. Michigan 11 hours, 15 minutes ago Politics Why Michigan will matter in GOP race Why Michigan will matter in GOP race Michigan's March 8 primary looks to make state a key battleground in hunt for Republican presidential nomination Politics 13 hours, 9 minutes ago Michigan FEMA sends officials to help with Flint water crisis FEMA sends officials to help with Flint water crisis The state requested technical assistance from federal disaster agency but has not asked for financial assistance Michigan 13 hours, 57 minutes ago Detroit Luxury cars shine at Detroit auto show kickoff event Luxury cars shine at Detroit auto show kickoff event High-priced luxury cars were on display at The Gallery event at the MGM Grand Detroit Detroit 1 day ago News Mexico: 'El Chapo' talk with Sean Penn led to whereabouts Mexico: 'El Chapo' talk with Sean Penn led to whereabouts Rolling Stone magazine is reporting that Mexican drug lord Joaquin ""El Chapo"" Guzman met with actor Sean Penn. News 1 day, 1 hour ago JIM SCHAEFER A few minutes with ... a bug guy with a keen eye A few minutes with ... a bug guy with a keen eye Entomologist Mark Vanderwerp of Birmingham found a tiny intruder right in his own backyard. JIM SCHAEFER 1 day, 2 hours ago ROCHELLE RILEY Snyder legacy will be Flint water crisis Snyder legacy will be Flint water crisis What the State of Michigan didn't do to help the children of Flint will haunt Rick Snyder forever ROCHELLE RILEY 1 day, 2 hours ago MICHIGAN BUSINESS Artisanal signs of Detroit's renewal, painted by hand Artisanal signs of Detroit's renewal, painted by hand Couple in their 20s bring art of sign painting to Detroit's newest storefronts MICHIGAN BUSINESS 1 day, 2 hours ago Michigan Here's where to get free, bottled water in Flint Here's where to get free, bottled water in Flint State also offering free water filters, home water testing kits after contamination of city's drinking supply Michigan 1 day, 4 hours ago News The Ultimate Fishing Show Detroit The Ultimate Fishing Show Detroit Marcus Kramer hands over a trout that that his son Mason Kramer caught while fishing at the Trout Pond at The Ultimate Fishing Show Detroit at Suburban Collection Showplace in Novi. Mason caught and released 3 trout in 5 minutes. News 1 day, 6 hours ago Wayne Plymouth Ice Festival takes the heat, draws crowds Plymouth Ice Festival takes the heat, draws crowds Hundreds fill downtown Plymouth for annual winter event on warm day Wayne 1 day, 7 hours ago News Detroit deacon wants churches to better help others Detroit deacon wants churches to better help others Detroit's religious community hopes to help connect residents with available services such as adult education. News 1 day, 7 hours ago NEWS State removes criticized Flint water poster State removes criticized Flint water poster State website removes poster about bathing in Flint water featuring babies and a cutesy tone. NEWS 1 day, 7 hours ago Oakland Ex-CFO accused of embezzling $20M from credit union Ex-CFO accused of embezzling $20M from credit union Investigators say Michael LaJoice took money over 12-year period from Oakland credit union Oakland 1 day, 9 hours ago Michigan More than 3.9M vehicles crossed Mackinac Bridge in 2015 More than 3.9M vehicles crossed Mackinac Bridge in 2015 A Mackinac Bridge Authority official pointed to an improving economy and lower fuel prices as reasons for the increase. Michigan 1 day, 12 hours ago Michigan Auto workers donating drinking water to Flint residents Auto workers donating drinking water to Flint residents Bottled water will be delivered to the Food Bank of Eastern Michigan in a caravan of trucks. Michigan 1 day, 12 hours ago Oakland Order fondue in Troy, get a Powerball ticket Order fondue in Troy, get a Powerball ticket The Melting Pot in Troy is handing out a Powerball ticket to guests who order a four-course fondue meal. Oakland 1 day, 14 hours ago Michigan Cops say bar is 'out of control,' want license revoked Cops say bar is 'out of control,' want license revoked The Port Huron Public Safety Director is asking city council to recommend to the state that the bar's liquor license be revoked. Michigan 1 day, 15 hours ago Michigan California lawyer buys St. Clair Inn California lawyer buys St. Clair Inn The Planet Clair company is assessing the property with plans to reopen it as a hotel and restaurant. Michigan 1 day, 15 hours ago Michigan Howell man admits firing gun at brother's house Howell man admits firing gun at brother's house Police said the man took action following accusations that one brother’s actions more than 30 years ago led to their father’s fatal heart attack. Michigan 1 day, 16 hours ago Michigan Ex-coach reaches plea deal in molestation case Ex-coach reaches plea deal in molestation case A youth wrestling coach entered guilty pleas to felony charges involving faking an illness to get money and molesting a 13-year-old boy. Michigan 1 day, 16 hours ago Politics Obama to visit Detroit auto show Jan. 20 Obama to visit Detroit auto show Jan. 20 President Barack Obama will make his first visit as chief executive to the Detroit auto show on Jan. 20 Politics 1 day, 19 hours ago","A group of teachers called Detroit Strikes To Win spent more than 90 minutes meeting Sunday night at Gracious Saviour Evangelical Lutheran Church in Detroit to discuss the sick-outs and a possible district-wide strike. The group, led by ousted teacher union president Steve Conn, is upset with what...."
899,Louis Amoke: Ugwuanyi’s beginning and Enugu in 2016,"It was a humble beginning and an inspirational experience full of hope, adoration and dedication to God for Governor Ifeanyi Ugwuanyi of Enugu State, government officials and civil servants, on the first working day of the year, when a New Year prayer session was held to commit the activities of the...."
900,Framework shuffles could be silver lining in industry crisis,"US PRESIDENT John F Kennedy once observed that when written in Chinese, the word ""crisis"" is composed of two characters, one representing danger and the other opportunity. At the beginning of 2016 the local mining industry, in the fourth year of a commodity bear market and the second of the final —...."
901,Exhaust emissions - VW offers in USA repurchase of 100.000 cars to,"Group chief Müller reaffirms Volkswagen-engagement in north america. Wolf burg/Detroit – Volkswagen-chef Matthias Müller, on his first official visit to the united states for the exhaust gas affair apologised and, at the same time, the commitment of the group on the north american market."
902,INTERVIEW-Global action too slow to curb rising risks - ex-UN disaster chief,"By Megan Rowling. BARCELONA, Jan 11 (Thomson Reuters Foundation) - The world's preparations to deal with disasters are not yet keeping pace with the growing threats to people and societies, said the former U.N. disaster prevention chief. Margareta Wahlström, who served for over seven years as head...."
903,EPA: Pesticides can harm bees,"WASHINGTON — A major pesticide harms honeybees when used on cotton and citrus but not on other big crops like corn, berries and tobacco, the Environmental Protection Agency found.

It's the first scientific risk assessment of the much-debated class of pesticides called neonicotinoids and how they affect bees on a chronic long-term basis."
904,Air pollution Stuttgart: from immediately is the finely dust alarm possible,"The listeners of the SWR-Radioprogramme learned in the transport out of a possible fine dust alarm in Stuttgart. The city wants to but also on screens to major roads and inform on the Internet. For additional, new plates shall provide the country on Monday, transport minister Herrmann...."
905,Project of socioproductivo Guatire was in see,"Ún 'Franpris Ricaurte. - Guatire. A project socioproductivo in Villa fortress, which involves rearing cachamas, the construction of a sports field and areas of recreation, was unfinished. Residents of the area, located in Guatire, claim that the severe pollution of the gap in the area is the cause that the plan does not answer."
906,Saudi Arabia Reaffirms Commitment to Sustainably Meeting Country's Surging Water Demand,"Kingdom's Investment in Water Desalination to Reach US$ 80 Billion by 2025 Abu Dhabi, United Arab Emirates - The Kingdom of Saudi Arabia (KSA), the world's largest desalination producer of water, has reaffirmed its commitment to meeting the country's surging demand for the precious resource ahead of the upcoming International Water Summit (IWS)."
907,Volkswagen CEO: EPA meeting outcome unclear,"DETROIT-- Volkswagen AG Chief Executive Matthias Müller said it wasn't clear if this week's meeting with the top U.S. environmental regulator would lead to a final fix for more than 500,000 diesel-powered cars containing software capable of duping emissions tests."
908,EMAS Offshore Records a Net Loss in 1QFY2016 on the Back of Challenging Market Conditions,"Revenue negatively impacted by lower demand resulting from general weakness in the offshore industry. Cost rationalisation exercises ongoing, with continued efforts to strengthen balance sheet and enhance financial flexibility. Regulatory News: EMAS Offshore Limited (""EMAS Offshore"" or the ""Group"")...."
909,: Open letter to President on reopening Pan Paper Mills,"It would be myopic for the Government to operationalise the company just for a few weeks or months preceeding elections, before it collapses again thereafter. History has it that retired President Mwai Kibaki attempted to reopen the company twice to no avail because the main aim was to please the...."
910,Miss Earth Guam 2016 Contestants Visit Talofofo River Valley to See Impacts of Soil Erosion,"Over the weekend, 2016 Ms. Guam Earth contestants took a tour of the Talofofo River Valley to learn about the impact of soil erosion on the eco-system.

Guam - The beautiful contestants were briefed on the history of the area and learned more about the significant environmental damage being caused by erosion at the Ugum and Talofofo River Valley."
911,2016 Mercedes-Benz E-class revealed,"All-new executive saloon to make its world debut in Detroit this week with family look and new four-pot diesel engine. It appears the family-look formula is back ... The answer seems to be yes. The all-new E-class, which makes its world premiere at the Detroit motor show this week, has been designed...."
912,DEWA conducts routine review of its corporate governance system,"BusinessPulse helps business owners increase their revenue and reduce their costs by offering support at each stage of their business. Providing transparent information and practical advice on how to grow their business and take it to the next level. Visit the site:

Dubai, UAE, 11 January 2016:...."
913,Photo Shows Name Carved into Piece of Coral in Marine Reserve,"Guam - A photo of what appears to be a name carved onto a piece of coral, has upset many and even prompted a $300 reward that leads to the person responsible. This picture was taken by a diver on Saturday and not long after the photo was posted on Facebook. It was then shared hundreds of times."
914,"To Éclaibes, cape on the ‛mairie and school","Three concerns for 2016 in the commune que dirige Jacques Lamquet: ""the displacement of the town hall, a new school and pollution of the brooks’. Éclaibes, after the passage of the jury flowery Villages, has obtained the words"" well ""and poursuit landscaping, in order to obtain a flower."
915,Answers to EV policy-II,"Study: The luxurious electric car, Tesla, will not be seen on Bhutanese road as the car is expensive and the manufacturer finding Bhutan a too small market. After driving it for a year, the Prime Minister has returned the car to the manufacturer. The car was sent to Bhutan for a three-month test drive."
916,"New CAP should focus on quality, say organic farmers","Valley Farm, West Wratting. United Kingdom, 2008. [Andrew Stawarz/Flickr] Organic farmers have urged the European Commission to respond to citizen demand for a Common Agricultural Policy (CAP) focused on quality food.

A recent Eurobarometer survey found that the vast majority of EU citizens (94%)...."
917,NASA using PlayStation VR to train astronauts,"PanARMENIAN.Net - NASA has turned out to be an early adopter of the PlayStation VR headset as the space agency is using the virtual reality device to train its astronauts, Digital Spy reports. The U.S. firm has created Mighty Morphenaut, a VR simulation for the Sony wearable that lets space explorers practise operating a robot in zero gravity."
918,Tikkurila Oyj: Let's spruce things up together - Tikkurila launches trainings for consumers in Finland,"Tikkurila Oyj Press Release January 11, 2016 at 1:00 p.m. (CET+1) In January 2016, Tikkurila will launch new training sessions for DIY consumers in Finland. Tikkurila has lengthy traditions of providing training services, but before this, they have mainly been organized for professionals such as...."
919,"New CAP should focus on quality, say organic farmers","Valley Farm, West Wratting. United Kingdom, 2008. [Andrew Stawarz/Flickr] Organic farmers have urged the European Commission to respond to citizen demand for a Common Agricultural Policy (CAP) focused on quality food.

A recent Eurobarometer survey found that the vast majority of EU citizens (94%)...."
920,GLOBAL BIOENERGIES: GLOBAL BIOENERGIES and LANZATECH strengthen cooperation,"GLOBAL BIOENERGIES and LANZATECH strengthen cooperation. Evry (France) and Chicago (United States), 11 January, 2016 - Global Bioenergies (Alternext Paris: ALGBE) and LanzaTech announce the signature of a new collaboration agreement to broaden the feedstock flexibility of Global Bioenergies'...."
921,"Caribbean leaders call for funds for climate, please","Georgetown, 11 January 2016 (IPS) - the search for funds to cope with the flow of resources that are needed for adaptation and mitigation of climate change remains a cause of concern to the governments of the caribbean. The region's leaders argue that the rich countries must...."
922,Stunning photos show South Downs at its best,"We launched our public vote on New Year’s Day and called on you to pick your favourite, with the Downs leading the way. Mr Fearick had not entered a competition before but decided to give it a go after seeing details about it on judge Finn Hopson’s Facebook page."
923,"New Mercedes class and, as a ""small""","History is repeating itself. And the new ""Mercedes E-Class' home In Stuttgart is putting forward its entire (major) technology tirelessly on anything, with a"" small ""Class d, namely the ammiraglia. In particular In terms of driver-assistance systems has treated so...."
924,Detroit Motor Show: Mercedes reveals the new e-klasse,"Detroit (dpa/tmn) – it shows a new Design, offers more assistance systems and is less undenatured ethyl alcohol consumption – is now the new Mercedes E-Klasse at the Start. The saloon celebrates its world premiere in this week at the engine how in Detroit (visitors days from 16 to 24. January)."
925,00:54 waves of plastic,"11 January 2016. Since the man live on the land is contaminated, but after the Industrial revolution this activity has accelerated in such a way that the consequences have been worse for the balance of the life of all species — including humanity — and their environments."
926,Aerospace company Sonaca spreads its wings in Romania,"With the EBRD funding, the firm will build a plant in north-western Romania to produce wing components for leading aircraft manufacturers Airbus and Embraer. The new plant is due for completion within two years. Sonaca is active in the development, manufacturing and assembly of advanced structures for large aircraft."
927,VW chief apologizes over emissions scandal on first US trip,"Volkswage chief executive Matthias Mueller apologized for cheating diesel car emissions tests on his first official US visit since the scandal broke in September. ""We know that we have let down customers, authorities, regulators and the general public here in America,"" the head of the German...."
928,Climate summit in paris,194 countries agreed on 12 December in the paris summit (COP21) progress in the fight against climate change by adopting a minimal agreement that for the first time will be universal. The aim is to prevent the global temperature increase by more than two degrees with regard to values....
929,Asia Plantation Capital Defends Its Title As 'Best Sustainable Forestry Management Team' 2015,"KUALA LUMPUR, Malaysia Jan. 11, 2016 /PRNewswire/ --For a second consecutive year, Asia Plantation Capital has garnered the title of 'Best Sustainable Asset Forestry Management Team - Global,' at Capital Finance International's Asset Management Awards 2015. Capital Finance International (CFI."
930,Work: the right steps to change careers,"15/11/2015 17:14 - ten years who have changed everything and prevented any change of Ugo Bardi lacks one month after COP - 21, in Paris, which should change everything –and probably will not change anything substantial. But the change is happening, although in ways that often surprising us and could not be pleased to see."
931,Arch Coal Reaches Agreement with Senior Lenders to Restructure Balance Sheet and Reduce Debt,"ST. LOUIS, Jan. 11, 2016 /PRNewswire/ -- Arch Coal, Inc. (""Arch"" or the ""company"") today announced that it has reached an agreement with a majority of the lenders under its $1.9 billion first lien financing facility to significantly restructure the company's debt load."
932,"Cities, climate and crisis!","Hussein Shobokshi. CITIES are on the front line of climate change. As contributors to a warming climate, they are also at the coalface when it comes to keeping large populations safe from flooding, rising sea levels and drought. It is a threat many urban authorities are keenly aware of — and are...."
933,The doubts of the greens: 'pedestrianisation of via A. blackberry: the final draft does not convince us’,"The final version for retraining and pedestrianisation of via A. blackberry is disliked by the greens to Bisceglie. The reasons for this are contained in A dissent note signed by Mauritius Parisi, regional executive component Verdi-Puglia. Reading the draft produced by the office...."
934,"Case emissions, VW in the Usa wants to regain 115mila cars. And tip still on diesel","Wolfsburg - Volkswagen plans to buy back from its owner 115 000 vehicles with engines that do not conform to the us. The german newspaper Süddeutsche Zeitung writes stating that ""prevede repurchase approximately one fifth of the cars involved in the United States, about 115."
935,Farm in a box: Shipping containers reused for fresh produce,"In this Tuesday, Dec. 8, 2015, photo, Freight Farms co-founder Jon Friedman positions a seedling tower under red light, inside a freight container converted into a vegetable garden in Boston. The Boston-based company is repurposing shipping containers as mobile farms."
936,"33,000 to attend Abu Dhabi Sustainability Week","A total of 33,000 delegates, including more than 80 ministers, and visitors from over 170 countries are expected to attend the upcoming Abu Dhabi Sustainability Week, the biggest ever sustainability event in the Middle East. Taking place every January, ADSW comprises the World Future Energy Summit,...."
937,China: thousands of firms will be closed,". China is in the fight against air pollution in cities against thousands of small businesses. This year alone, in the capital city of beijing 2.500 firms, the official news agency Xinhua News Agency reported. Other companies may 2017. Category: air pollution drawn up on 11."
938,One way to help stop floods? Don’t let developers build on flood plains,AN IRISH RESEARCHER has called on tougher planning restrictions to be put in place so less properties are built on flood plains. Dr Tom McDermott of the School of Economics and the Environmental Research Institute at University College Cork has been working with colleagues from the London School of....
939,VW executives try to win back US approval after emissions scandal,"DETROIT — Ever since Volkswagen admitted in September to cheating on diesel emissions tests in the US, its sales and grand plans for growth in that market have taken a nosedive. Now, executives of the German car maker are embarking on what could be the ultimate hard sell — trying to win back...."
940,Empower gains management systems re-certification,"HE Ahmad Bin Shafar, chief executive officer of Empower Empower has been re-certified for integrated management systems by Bureau Veritas. The district cooling provider was audited for three management systems ISO 9001:2008, OHSAS 18001:2007, and Environmental Management Systems ISO 14001:2004."
941,News story: David Mundell: The year of a new Scottish Parliament speech,"Good morning. Thank you for coming and a very Happy New Year to you all. January is always a good time to look ahead and consider what the next twelve months might bring. In 2016, in Scotland, we don’t need to look far to see just what an exciting and pivotal year this will be – not just for the...."
942,See news complete: a mouse autochthonous donãna helps create new techniques to detect the effect of pollutants,"The good news a mouse donãna indigenous helps create new techniques to detect the effect of the pollutants the UCO is developing a methodology to know the impact of cells in the agricultural activity. With its albino layer, as a beating, the mouse of experimentation is a usual tenant of research centres."
943,Dengue fever not slacking off in Kaohsiung,"Taipei, Jan. 11 (CNA) Dengue fever in southern Taiwan's Kaohsiung has not slackened off this year, mainly because temperatures have spiked following a period of rainfall, Kaohsiung city government officials said Monday. Kaohsiung, which recorded nearly 20,000 cases of dengue fever last year and was...."
944,Vw-chef apologized in united states for exhaust gas affair,". Volkswagen-chef Matthias Müller, on his first official US-Besuch apologised for the exhaust gas affair and, at the same time, the commitment of the german car group on the north american market. ‘We know that our customers, the competent state bodies and the...."
945,Duon skusił finnish heavyweight,":: ""pulse business% quot%: Duon skusił finnish heavyweight Fortum is rich and Duon, like Miss on wydaniu, seek partner. Find themselves and go go już together. (edition płatne):"" pulse business% quot%: saudi Aramco reliably jewel not easy, oil giant whose placing on the stock exchange is considering resident of saudi arabia...."
946,Empower opens AED 18 million Central Store Facility in Al Quoz; hand over six months ahead of the schedule,"New facility compliant with Dubai Municipality 's Green Building Regulations & Specifications, and aims for LEED certification from U.S. Green Building Council Dubai, UAE, 11 January 2016: As part of its ambitious expansion plans, ), the world's largest district cooling service provider, has...."
947,The marine weapon against climate change in andalucia,The posidonia oceanica andalusia is a plant concerned marine habitat as a priority in the European Union and in andalusia account with around 7 000 hectares. It helps to preserve the natural blue carbon sinks in andalusia as a strategy for climate change mitigation.
948,"Ben Rogers: At last, is this the end of the private car as king in our cities?","When historians look back at the 20th century, the private car will loom large. From the 1930s to the 1990s car ownership expanded across the West, reshaping our economies, social lives and cities. But the car’s appeal always went far beyond its usefulness."
949,Beijing Considers Seeking Pyongyang to Address Environmental Effect of Nuke Test,"China is said to be exploring the options of restricting North Korean investment in China and seeking the neighbor to address the environmental effect of its latest nuclear test. According to a source familiar with Pyongyang-Beijing relations on Monday, China is mulling conducting strict...."
950,Tremiti sold off for peanuts: trivellarle costa 2mila euro per year,"For drilling holes in the seabed of the adriatic sea off the Tremiti islands, the Petroceltic italy will pay the state just 5 160 Per km/q –to even 2mila Per year. To denounce this is the well-known representative of the greens, Angelo Bonelli. Moreover, the oil introspezioni would...."
951,Tzu Chi launches World Vegetarian Day activities,"Taipei, Jan. 11 (CNA) The Buddhist Compassion Relief Tzu Chi Foundation kicked off World Vegetarian Day activities Monday aimed at promoting a vegetarian diet, and urged people to endorse the drive by signing its World Vegetarian Day petition. A delegation of the foundation proposed designating Jan."
952,New version for Audi A6 and more equipment,Automatic gearbox dual clutch S tronic and traction total quattro. For both the sedan version to the family Avant this new combination extends the options of this engine that only could be combined with the front drive.
953,Exhaust gas scandal - VW-Chef apologised for visit to the united states,"Volkswagen-chef Matthias Müller, on his first official US-Besuch apologised for the exhaust gas affair. At the same time, he reaffirmed the commitment of the group on the north american market. «we know that our customers, the competent state bodies and the general...."
954,Novi mercedes-benz razred E prevzel zastavo,"Nova generacija mercedes-benz razreda E je bila na predvečer začetka salona v Detroitu predstavljena do obisti, potem ko smo si lahko že prejšnji teden ogledali ""pobegle"" fotografije njegove zunanjosti, ki jo je kreirala ekipa Roberta Lešnika. V Stuttgartu so zelo samozavestni, saj so v E-ja vgradili vse kar znajo."
955,Climate change already anthesis altered coffee,"The process of flowering of the estate, vital for the production of fruit, has risen to five years under adverse conditions caused by climate change, and these are maintained for 2016, warned the salvadoran foundation for investigations of coffee (Procafé)."
956,Kenya's Hydropower Dams Fuel Malaria Risk For Villagers,"Alfred Nyaga irrigates his acre of khat, a mild stimulant, in Kaloki village by pumping water with a diesel-powered engine directly from Kamburu Dam in central Kenya. Each morning, he takes the khat he has harvested at night to sell at Kiritiri market, some 30 kilometres from the village on a...."
957,Dubai-based Simstream acquires Sharjah company and launches new 'SimstreamT&D' division as part of regional expansion plan,"11 January 2016 (Dubai, United Arab Emirates): Simstream Group (Simstream), the specialist network and IT security solutions consulting company with operations in Dubai and Paris, has announced its acquisition of 'Design Days' a software developer and applications company, based in Sharjah, UAE, and Kochin, India."
958,Business and finance: the 5 stories most important of 2015,"For business and for The global economy, 2015 was a year full of turbulence but there are at least five stories may be considered an example and lead investors this year. The New Yorker in its financial analysis is madness of The chinese market, collapse of...."
959,"Emissions, eu commission wants transparency: homes cars must inform correctly","Brussels - the European Commission, as a result of the Volkswagen law, is drafting a proposal to extend the legal basis at european level in order to oblige the vehicle manufacturers to identify and describe any emission control systems installed."
960,EPA: Pesticide’s use on some crops harms bees,"WASHINGTON (AP) — A major pesticide harms honeybees when used on cotton and citrus but not on other big crops like corn, berries and tobacco, the Environmental Protection Agency found. It’s the first scientific risk assessment of the much-debated class of pesticides called neonicotinoids and how they affect bees on a chronic long-term basis."
961,Ireland to “zero emissions” by 2050,"11/11/2015 09:45 - ireland says yes to gay wedding: A referendum plebiscite method ireland said yes to same-sex marriages: the referendum was the will of the people of... (starbugs) 13/11/2015 at 12:09 - almost two weeks after the start of the meeting in Paris, the world wildlife fund."
962,"Rethinking the Airplane, for Climate’s Sake","Propellers on the LEAPTech project’s wing, which is testing distributed propulsion to see if it could lead to aircraft designs that create less pollution. Credit Emily Berl for The New York Times. The concept, called distributed propulsion, is one of several being studied here and at other research...."
963,China says 500 people monitoring for radiation after N.Korea test,"BEIJING, Jan 11 (Reuters) - The Chinese government has mobilised more than 500 people to carry out round the clock monitoring for radiation along the border after North Korea said last week it had carried out its fourth nuclear test, but nothing abnormal has been found."
964,"China Sunergy, Dubai firm form solar venture","China Sunergy (CSUN) and Z-One Holding of the UAE will form a joint venture to market and sell the full range of CSUN's solar products and provide high value-added PV solutions in the Middle Eastern and African markets. Under the terms of the agreement, the joint venture, CSUN Solar MEA, will be...."
965,Abu Dhabi Sustainability Week 2016 to Focus on Business Potential of Renewables and Sustainable Development,"Global decision makers from government, business, industry and research to join 33,000 attendees from 170 countries at biggest ever sustainability event in the Middle East Policy, business, leadership, awareness and research key pillars of ADSW 2016. Abu Dhabi-UAE - Abu Dhabi Sustainability Week...."
966,Mine proposed on Michigan-Wisconsin border prompts concerns,"Today's Paper, also known as the e-Edition, is an online replica of the printed newspaper. You can view today's paper or previous issues.

Mine proposed on Michigan-Wisconsin border prompts concerns.

River Alliance of Wisconsin Crew members stand next to a tank filled with sturgeon that were lifted...."
967,VW CEO plans to submit emissions fixes,"CEO Matthias Mueller said that as of now, VW has only given technical data to the Environmental Protection Agency and the California Air Resources Board. But he hopes to reach agreement with EPA Administrator Gina McCarthy on Wednesday in Washington when he presents her with solutions in a meeting VW requested."
968,Russia postpones launch of Glonass-M satellite — source,"MOSCOW, January 11. /TASS/. The launch of Russia’s navigation satellite Glonass-M No. 51 has been postponed from late January to February 7, a source in the space rocket industry has told TASS. The satellite was brought to the northern space site Plesetsk in late November. Originally it was to be put in orbit with a Soyuz-2."
969,"Putin says his policy unchanged, calls not to consider Russia as enemy","SOCHI, January 11. /TASS/. Russian President Vladimir Putin has said in an interview with German daily Bild that he still feels young and his relation to international problems remains unchanged as the years go by. The Russian leader has rejected the reporters’ claims that after 2007 he changed...."
970,Wermuth Asset Management (WAM) launches Green Gateway Fund 2,"Ahead of speaking at WFES 2016 in Abu Dhabi, The fund's target size is EUR 250 million (ca. USD 271 million) Focus on companies in the field of renewable energy and resource efficiency WAM to actively support its portfolio companies in high-growth markets, such as the Middle East Attractive...."
971,Delhi HC says odd-even plan will continue till 15 January,"The Delhi High Court has refused to interfere with AAP government's odd-even rule and allowed it to continue till 15 January,2016. Picture: Trail for implementation of odd-even formula begins in New Delhi on Dec 31, 2015. IANS.

The odd-even car rule enforced by the Aam Aadmi Party government to...."
972,Obama goes it alone in his last State of the Union,"The White House says President Barack Obama's State of the Union address Tuesday night will be non-traditional.

What that means: Obama will be talking about himself, not asking Congress for a long list of items he knows he'll never get. Obama will deliver his final State of the Union address a week...."
973,Serie A - Napoli neuer Spitzenreiter – Inter verliert,"Der bisherige Serie-A-Tabellenführer Inter Mailand kassiert die zweite Heimniederlage in Folge. Nach dem 1:2 gegen Lazio Rom kurz vor Weihnachten verliert Inter diesmal gegen Sassuolo 0:1. 19. Spieltag, Serie A: Samstag, 09.01.2016: FC Carpi - Udinese Calcio 2:1 (1:0) AC Florenz - Lazio Rom 1:3 (0:1) AS Rom - AC Mailand 1:1 (1:0) Sonntag, 10."
974,"Airports of Lampedusa and Pantelleria, exchange in supervision: all licenziati….","11/01/2016 02:47 - evacuated 10 minutes ago Stoccolma-Skavsta airport after the unearthing of poor suspected in a bag. The discovery was made during checks for passengers that salivano by air, as reported by a Reuters Joakim Lindholm, manager of airport operations, a hundred kilometres from the swedish capital."
975,Sanctions likely chinese face the challenge of Pyongyang nuclear,"Following the latest north korean nuclear provocation, china would examine its own range of sanctions against its traditional ally. These might include constraints in investments of the regime of Kim Jong-un on chinese territory or research the responsibility of Pyongyang in radioactive pollution."
976,Donald Trump: NFL has gone 'soft' like the U.S.,"Pittsburgh Steelers’ Ben Roethlisberger (7) is sacked by Cincinnati Bengals’ Vontaze Burfict (55) during the second half of an NFL wild-card playoff football game Saturday, Jan. 9, 2016, in Cincinnati. (AP Photo/Gary Landers)

RENO, Nev. (AP) - Republican presidential hopeful Donald Trump said...."
977,Hydro-electric power station plan for disused Co Tipperary mine A new 650 million euro hydro-electric power station is being...,The scheme is billed by developers and investors as the most effective generation in Ireland and would involve a wind farm using off-peak power to pump water to an elevated reservoir at night before it is released through turbines during the day to a lower reservoir.
978,German auto giant Volkswagen apologies to America for cheating,". Irish Sun Monday 11th January, 2016 • Sales of vehicles with the Volkswagen badge fell 5 percent to 5.82 million. • German auto leader faces first such decline in 11 years. • 900 million dollars plans to build a new SUV at VW's Tennessee factory announced."
